NC_066833.1	2733453
NC_066833.1	3569717
NC_066833.1	3595954
NC_066833.1	4550885
NC_066833.1	8233354
NC_066833.1	8327913
NC_066833.1	8598420
NC_066833.1	9315368
NC_066833.1	9770985
NC_066833.1	9792331
NC_066833.1	9913038
NC_066833.1	10448239
NC_066833.1	10452177
NC_066833.1	11772813
NC_066833.1	14863659
NC_066833.1	15461850
NC_066833.1	15629494
NC_066833.1	15640994
NC_066833.1	15641463
NC_066833.1	15784904
NC_066833.1	18679884
NC_066833.1	21477723
NC_066833.1	21972649
NC_066833.1	23349170
NC_066834.1	399736
NC_066834.1	4206855
NC_066834.1	4224988
NC_066834.1	5286487
NC_066834.1	8392129
NC_066834.1	9612292
NC_066834.1	11069437
NC_066834.1	11757702
NC_066834.1	13360073
NC_066834.1	13695981
NC_066834.1	13791757
NC_066834.1	13960746
NC_066834.1	14224823
NC_066834.1	14229150
NC_066834.1	14230457
NC_066834.1	14230470
NC_066834.1	14230476
NC_066834.1	15610685
NC_066834.1	15926824
NC_066834.1	16974406
NC_066834.1	17791343
NC_066834.1	19933713
NC_066834.1	23294565
NC_066834.1	24342751
NC_066834.1	26853219
NC_066834.1	27897306
NC_066835.1	893670
NC_066835.1	3127890
NC_066835.1	3421427
NC_066835.1	8648791
NC_066835.1	10619226
NC_066835.1	10619283
NC_066835.1	12280528
NC_066835.1	12482687
NC_066835.1	12624502
NC_066835.1	12708239
NC_066835.1	13011133
NC_066835.1	15172970
NC_066835.1	16155048
NC_066835.1	18993838
NC_066835.1	20682922
NC_066835.1	21400574
NC_066835.1	22697300
NC_066836.1	944809
NC_066836.1	1053962
NC_066836.1	2264486
NC_066836.1	3655704
NC_066836.1	5910461
NC_066836.1	9210375
NC_066836.1	12928695
NC_066836.1	13377356
NC_066836.1	16715550
NC_066836.1	17895874
NC_066836.1	21370909
NC_066836.1	21733553
NC_066837.1	1120390
NC_066837.1	1949936
NC_066837.1	4710832
NC_066837.1	4716751
NC_066837.1	4716807
NC_066837.1	6351593
NC_066837.1	8736684
NC_066837.1	8860661
NC_066837.1	9021135
NC_066837.1	9561805
NC_066837.1	12634902
NC_066837.1	13349622
NC_066837.1	13452705
NC_066837.1	13452708
NC_066837.1	13452715
NC_066837.1	13554835
NC_066837.1	14754226
NC_066837.1	15241726
NC_066837.1	16535569
NC_066837.1	17435949
NC_066837.1	17770793
NC_066837.1	18700352
NC_066837.1	19375484
NC_066837.1	20528345
NC_066837.1	20528457
NC_066837.1	20528659
NC_066837.1	20561597
NC_066837.1	21151718
NC_066837.1	23093191
NC_066837.1	27196902
NC_066837.1	27683984
NC_066837.1	27951173
NC_066838.1	4261332
NC_066838.1	5758799
NC_066838.1	8182799
NC_066838.1	8513572
NC_066838.1	9999797
NC_066838.1	10177583
NC_066838.1	17598137
NC_066838.1	17598861
NC_066838.1	17600527
NC_066838.1	21627398
NC_066838.1	21959529
NC_066838.1	25426419
NC_066838.1	25918436
NC_066838.1	25998779
